price,address,suburb,bedrooms,bathrooms,parking,property_type,link,price_numeric
"Auction Guide $2,400,000 - $2,640,000","8/5 Wentworth Street, MANLY NSW 2095",MANLY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/8-5-wentworth-street-manly-nsw-2095-2020057236,2400000.0
Auction,"401/13 Whistler Street, MANLY NSW 2095",MANLY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/401-13-whistler-street-manly-nsw-2095-2020095007,
Auction,"8/7 College Street, MANLY NSW 2095",MANLY,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/8-7-college-street-manly-nsw-2095-2020058158,
Contact Agent,"52 Alexander Street, MANLY NSW 2095",MANLY,3,1,2,House,https://www.domain.com.au/52-alexander-street-manly-nsw-2095-2020089884,
"Auction Guide $1,550,000","706/22 Central Avenue, MANLY NSW 2095",MANLY,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/706-22-central-avenue-manly-nsw-2095-2020088002,1550000.0
Contact Agent,"4 Herbert Street, MANLY NSW 2095",MANLY,4,3,2,House,https://www.domain.com.au/4-herbert-street-manly-nsw-2095-2020086166,
Auction,"234/25 Wentworth Street, MANLY NSW 2095",MANLY,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/234-25-wentworth-street-manly-nsw-2095-2020086164,
For Sale - By Negotiation,"14/24 Birkley Road, MANLY NSW 2095",MANLY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/14-24-birkley-road-manly-nsw-2095-2020086031,
Contact Agent,"4/2 Addison Road, MANLY NSW 2095",MANLY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/4-2-addison-road-manly-nsw-2095-2020027102,
"Auction Guide: $1,100,000","9-11 Denison Street, MANLY NSW 2095",MANLY,4,2,0,Semi-detached,https://www.domain.com.au/9-11-denison-street-manly-nsw-2095-2020024743,1100000.0
"Auction $2,100,000","3/20 Cove Avenue, MANLY NSW 2095",MANLY,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-20-cove-avenue-manly-nsw-2095-2019999549,2100000.0
New home,"107/26 Whistler Street, MANLY NSW 2095",MANLY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/107-26-whistler-street-manly-nsw-2095-2018657331,
New apartments / off the plan,"42 North Steyne, MANLY NSW 2095",MANLY,3,4,2,New apartments / off the plan,https://www.domain.com.au/42-north-steyne-manly-nsw-2095-2019504404,
Price on Application,"North Steyne, MANLY NSW 2095",MANLY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/north-steyne-manly-nsw-2095-2019107850,
"Guide - $1,900,000","1 Balgowlah Road, MANLY NSW 2095",MANLY,0,0,0,Vacant land,https://www.domain.com.au/1-balgowlah-road-manly-nsw-2095-2019786243,
"AUCTION guide $2,600,000","83 Fairlight Street, FAIRLIGHT NSW 2094",FAIRLIGHT,3,2,1,House,https://www.domain.com.au/83-fairlight-street-fairlight-nsw-2094-2020104943,2600000.0
Contact Agent,"1/15-17 Brookvale Avenue, BROOKVALE NSW 2100",BROOKVALE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/1-15-17-brookvale-avenue-brookvale-nsw-2100-2020123953,
Auction,"10/12 Ronald Avenue, FRESHWATER NSW 2096",FRESHWATER,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/10-12-ronald-avenue-freshwater-nsw-2096-2020123674,
Expressions of Interest,"20/80 Evans Street, FRESHWATER NSW 2096",FRESHWATER,2,2,1,Retirement Living,https://www.domain.com.au/20-80-evans-street-freshwater-nsw-2096-2020122093,
Auction If Not Sold Prior - Contact Agent,"35 Barrabooka Street, CLONTARF NSW 2093",CLONTARF,5,2,2,House,https://www.domain.com.au/35-barrabooka-street-clontarf-nsw-2093-2020121111,
Auction,"3 Earl Street, BEACON HILL NSW 2100",BEACON HILL,5,3,2,House,https://www.domain.com.au/3-earl-street-beacon-hill-nsw-2100-2020121102,
Auction,"105/11 Lawrence Street, FRESHWATER NSW 2096",FRESHWATER,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/105-11-lawrence-street-freshwater-nsw-2096-2020120790,
Auction - Contact Agent,"10 Marlborough Avenue, FRESHWATER NSW 2096",FRESHWATER,6,3,2,House,https://www.domain.com.au/10-marlborough-avenue-freshwater-nsw-2096-2020117139,
Contact Agent,"30/2a Campbell Parade, MANLY VALE NSW 2093",MANLY VALE,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/30-2a-campbell-parade-manly-vale-nsw-2093-2019868310,
Contact Agent,"10/1 Margaret Street, FAIRLIGHT NSW 2094",FAIRLIGHT,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/10-1-margaret-street-fairlight-nsw-2094-2020115653,
Auction If Not Sold Prior - Contact Agent,"102 Griffiths Street, BALGOWLAH NSW 2093",BALGOWLAH,3,2,2,House,https://www.domain.com.au/102-griffiths-street-balgowlah-nsw-2093-2020114192,
Auction,"401 Condamine Street, ALLAMBIE HEIGHTS NSW 2100",ALLAMBIE HEIGHTS,3,2,3,House,https://www.domain.com.au/401-condamine-street-allambie-heights-nsw-2100-2020105380,
"Auction Guide $700,000","21/36 Cavill Street, FRESHWATER NSW 2096",FRESHWATER,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/21-36-cavill-street-freshwater-nsw-2096-2020072404,700000.0
"Auction | Guide $3,250,000","19 Kanangra Crescent, CLONTARF NSW 2093",CLONTARF,4,3,2,House,https://www.domain.com.au/19-kanangra-crescent-clontarf-nsw-2093-2020014381,3250000.0
"Guide $1,500,000 | Auction Wed 23 July 6pm In Room","Lot 2626 Brooker Avenue, BEACON HILL NSW 2100",BEACON HILL,2,1,2,House,https://www.domain.com.au/lot-2626-brooker-avenue-beacon-hill-nsw-2100-2019997486,1500000000000.0
"Auction: Guide $4,200,000","31 Arthur Street, FAIRLIGHT NSW 2094",FAIRLIGHT,4,1,1,House,https://www.domain.com.au/31-arthur-street-fairlight-nsw-2094-2019975620,4200000.0
Auction If Not Sold Prior,"61 Undercliff Road, FRESHWATER NSW 2096",FRESHWATER,3,2,3,House,https://www.domain.com.au/61-undercliff-road-freshwater-nsw-2096-2020109332,
"Auction: Guide $990,000","3/70 Harbord Road, FRESHWATER NSW 2096",FRESHWATER,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/3-70-harbord-road-freshwater-nsw-2096-2020108756,990000.0
Auction,"4/13 Lombard Street, BALGOWLAH NSW 2093",Balgowlah,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/4-13-lombard-street-balgowlah-nsw-2093-2020108120,
Auction,"1/25 Charles Street, FRESHWATER NSW 2096",Freshwater,4,3,2,House,https://www.domain.com.au/1-25-charles-street-freshwater-nsw-2096-2020107889,
Auction,"2/27 Lower Beach Street, BALGOWLAH NSW 2093",Balgowlah,3,2,2,Townhouse,https://www.domain.com.au/2-27-lower-beach-street-balgowlah-nsw-2093-2020106733,
Auction,"21/285 Condamine Street, MANLY VALE NSW 2093",Manly Vale,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/21-285-condamine-street-manly-vale-nsw-2093-2020103529,
"Guide: $760,000","208A/23 Roger Street, BROOKVALE NSW 2100",Brookvale,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/208a-23-roger-street-brookvale-nsw-2100-2020076233,760000.0
Auction,"24 Marinella Street, MANLY VALE NSW 2093",Manly Vale,4,2,3,House,https://www.domain.com.au/24-marinella-street-manly-vale-nsw-2093-2020074205,
Auction,"8/18 Old Pittwater Road, BROOKVALE NSW 2100",Brookvale,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/8-18-old-pittwater-road-brookvale-nsw-2100-2020073325,
Auction,"22 Amiens Road, CLONTARF NSW 2093",Clontarf,4,4,2,House,https://www.domain.com.au/22-amiens-road-clontarf-nsw-2093-2020046765,
"$5,400,000 - $5,500,000","7A Ozone Street, FRESHWATER NSW 2096",Freshwater,5,6,4,House,https://www.domain.com.au/7a-ozone-street-freshwater-nsw-2096-2020046630,5400000.0
For Sale: Contact Agent,"9 Scarborough Place, BEACON HILL NSW 2100",Beacon Hill,6,5,5,House,https://www.domain.com.au/9-scarborough-place-beacon-hill-nsw-2100-2020038527,
"Guide $2,395,000","197 Woodland Street, BALGOWLAH NSW 2093",Balgowlah,3,2,5,House,https://www.domain.com.au/197-woodland-street-balgowlah-nsw-2093-2020037108,2395000.0
For Sale,"31 Bennett Street, CURL CURL NSW 2096",Curl Curl,5,3,2,House,https://www.domain.com.au/31-bennett-street-curl-curl-nsw-2096-2020034343,
Auction - Contact Agent,"2/2 Worrobil Street, NORTH BALGOWLAH NSW 2093",North Balgowlah,3,1,2,Apartment / Unit / Flat,https://www.domain.com.au/2-2-worrobil-street-north-balgowlah-nsw-2093-2020012866,
"Asking Price $730,000 to $770,000","25/228-232 Condamine Street, MANLY VALE NSW 2093",Manly Vale,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/25-228-232-condamine-street-manly-vale-nsw-2093-2020012795,730000000.0
For Sale | Contact Agent,"16 Horning Parade, MANLY VALE NSW 2093",Manly Vale,6,4,2,House,https://www.domain.com.au/16-horning-parade-manly-vale-nsw-2093-2019984374,
Contact Agent,"18 Willyama Avenue, FAIRLIGHT NSW 2094",Fairlight,4,3,2,House,https://www.domain.com.au/18-willyama-avenue-fairlight-nsw-2094-2019982781,
"$2,680,000","21 Allambie Road, ALLAMBIE HEIGHTS NSW 2100",ALLAMBIE HEIGHTS,4,2,2,House,https://www.domain.com.au/21-allambie-road-allambie-heights-nsw-2100-2019978213,2680000.0
"$3,000,000","3 Bentley Street, BALGOWLAH NSW 2093",BALGOWLAH,6,2,1,Semi-detached,https://www.domain.com.au/3-bentley-street-balgowlah-nsw-2093-2019977687,3000000.0
Auction - Contact Agent,"150 Woodland Street, BALGOWLAH NSW 2093",BALGOWLAH,4,2,2,Townhouse,https://www.domain.com.au/150-woodland-street-balgowlah-nsw-2093-2019922975,
"$1,850,000","65 Ryan Place, BEACON HILL NSW 2100",BEACON HILL,4,2,2,House,https://www.domain.com.au/65-ryan-place-beacon-hill-nsw-2100-2019915411,1850000.0
"$4,950,000 - $5,300,000","3 Edwin Street, FAIRLIGHT NSW 2094",FAIRLIGHT,3,2,2,House,https://www.domain.com.au/3-edwin-street-fairlight-nsw-2094-2019859290,4950000.0
"$890,000","4/329 Sydney Road, BALGOWLAH NSW 2093",BALGOWLAH,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/4-329-sydney-road-balgowlah-nsw-2093-2019824321,890000.0
Contact Agent,"Upper Clifford Avenue, FAIRLIGHT NSW 2094",FAIRLIGHT,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/upper-clifford-avenue-fairlight-nsw-2094-2019750705,
"$795,000","5/95 Queenscliff Road, QUEENSCLIFF NSW 2096",QUEENSCLIFF,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/5-95-queenscliff-road-queenscliff-nsw-2096-2019024645,795000.0
"Auction guide $895,000","2/9 Orchard Street, BALGOWLAH NSW 2093",BALGOWLAH,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2-9-orchard-street-balgowlah-nsw-2093-2020082231,895000.0
"$2,390,000","39a Cormack Road, BEACON HILL NSW 2100",BEACON HILL,5,3,6,House,https://www.domain.com.au/39a-cormack-road-beacon-hill-nsw-2100-2020029564,2390000.0
Auction,"46C White Street, BALGOWLAH NSW 2093",BALGOWLAH,4,3,2,House,https://www.domain.com.au/46c-white-street-balgowlah-nsw-2093-2020028426,
Contact agent,"61 Harbord Road, FRESHWATER NSW 2096",FRESHWATER,4,3,2,House,https://www.domain.com.au/61-harbord-road-freshwater-nsw-2096-2020022888,
Expressions of Interest Closing 14th of August,"27 Princess Mary Street, BEACON HILL NSW 2100",BEACON HILL,3,1,2,House,https://www.domain.com.au/27-princess-mary-street-beacon-hill-nsw-2100-2020022589,14.0
Auction - Contact Agent,"34 Radio Avenue, BALGOWLAH HEIGHTS NSW 2093",BALGOWLAH HEIGHTS,5,3,2,House,https://www.domain.com.au/34-radio-avenue-balgowlah-heights-nsw-2093-2019991846,
For Sale - Contact Agent,"10 Heaton Avenue, CLONTARF NSW 2093",CLONTARF,4,3,2,House,https://www.domain.com.au/10-heaton-avenue-clontarf-nsw-2093-2019990376,
Contact Agent,"105/374 Sydney Road, BALGOWLAH NSW 2093",BALGOWLAH,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/105-374-sydney-road-balgowlah-nsw-2093-2019964488,
Contact Agent,"21/1 Lauderdale Avenue, FAIRLIGHT NSW 2094",FAIRLIGHT,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/21-1-lauderdale-avenue-fairlight-nsw-2094-2019962342,
"Guide $4,700,000","5 Holloway Place, CURL CURL NSW 2096",CURL CURL,5,3,4,House,https://www.domain.com.au/5-holloway-place-curl-curl-nsw-2096-2019959598,4700000.0
"Land/House Development FOR SALE: GUIDE $3,900,000","107 Iris Street, BEACON HILL NSW 2100",BEACON HILL,5,3,2,House,https://www.domain.com.au/107-iris-street-beacon-hill-nsw-2100-2019846594,3900000000000.0
"EOI Guide $13,00,000","62 Evans Street, FRESHWATER NSW 2096",FRESHWATER,5,4,6,House,https://www.domain.com.au/62-evans-street-freshwater-nsw-2096-2019544906,1300000.0
"Auction | Guide $6,950,000","79 Carrington Parade, CURL CURL NSW 2096",CURL CURL,4,3,4,House,https://www.domain.com.au/79-carrington-parade-curl-curl-nsw-2096-2019746512,6950000.0
For Sale | Contact Agent,"71 Gordon Street, CLONTARF NSW 2093",CLONTARF,5,3,4,House,https://www.domain.com.au/71-gordon-street-clontarf-nsw-2093-2020097526,
"Price Guide $835,000","205/341-343 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/205-341-343-condamine-street-manly-vale-nsw-2093-2020095285,835000.0
"Price Guide $1,370,000","207/341-343 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/207-341-343-condamine-street-manly-vale-nsw-2093-2020095428,1370000.0
"Price Guide $860,000","303/341-343 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/303-341-343-condamine-street-manly-vale-nsw-2093-2020096279,860000.0
"Price Guide $1,380,000","101/341-343 Condamine Street, MANLY VALE NSW 2093",MANLY VALE,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/101-341-343-condamine-street-manly-vale-nsw-2093-2020096069,1380000.0
IMPECCABLE BEACHFRONT DREAM HOME,"8 Farnell Street, CURL CURL NSW 2096",CURL CURL,4,4,6,House,https://www.domain.com.au/8-farnell-street-curl-curl-nsw-2096-2019921435,
"For Sale asking $799,000","103/517 Pittwater Road, BROOKVALE NSW 2100",BROOKVALE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/103-517-pittwater-road-brookvale-nsw-2100-2020120834,799000000.0
"$1,090,000","12/48-50 Gordon Street, MANLY VALE NSW 2093",MANLY VALE,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/12-48-50-gordon-street-manly-vale-nsw-2093-2020032866,1090000.0
"$3,400,000 - $3,600,000","19 Griffiths Street, FAIRLIGHT NSW 2094",FAIRLIGHT,2,2,0,Terrace,https://www.domain.com.au/19-griffiths-street-fairlight-nsw-2094-2019982186,3400000.0
For Sale,"2 Lakeside Crescent, NORTH MANLY NSW 2100",NORTH MANLY,0,0,0,Vacant land,https://www.domain.com.au/2-lakeside-crescent-north-manly-nsw-2100-2019890970,
FOR SALE | BEACHSIDE WONDERLAND,"30 Ogilvy Road, CLONTARF NSW 2093",CLONTARF,5,4,4,House,https://www.domain.com.au/30-ogilvy-road-clontarf-nsw-2093-2019870450,
FOR SALE | LUXURY PENTHOUSE NEARING COMPLETION,"90 Queenscliff Road, QUEENSCLIFF NSW 2096",QUEENSCLIFF,3,2,2,New apartments / off the plan,https://www.domain.com.au/90-queenscliff-road-queenscliff-nsw-2096-2019797288,
Contact Agent,"2 Jones Street, BEACON HILL NSW 2100",BEACON HILL,5,3,3,House,https://www.domain.com.au/2-jones-street-beacon-hill-nsw-2100-2019286512,
Under offer,"2/27 Quirk Rd, MANLY VALE NSW 2093",MANLY VALE,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2-27-quirk-rd-manly-vale-nsw-2093-2016488061,
"$995,000","1/167 Allambie Road, ALLAMBIE HEIGHTS NSW 2100",ALLAMBIE HEIGHTS,2,1,2,Retirement Living,https://www.domain.com.au/1-167-allambie-road-allambie-heights-nsw-2100-2018791471,995000.0
"$2,100,000","12/143-144 North Steyne, MANLY NSW 2095",MANLY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/12-143-144-north-steyne-manly-nsw-2095-2019921709,2100000.0
"$2,300,000","14/7 Commonwealth Parade, MANLY NSW 2095",MANLY,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/14-7-commonwealth-parade-manly-nsw-2095-2020044025,2300000.0
"$1,460,000","3/35 Eurobin Avenue, MANLY NSW 2095",MANLY,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-35-eurobin-avenue-manly-nsw-2095-2020047947,1460000.0
$900k,"1/11 Grandview Street, PARRAMATTA NSW 2150",PARRAMATTA,3,1,1,Townhouse,https://www.domain.com.au/1-11-grandview-street-parramatta-nsw-2150-2020056062?topspot=1,900000.0
"$689,000","941/180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/941-180-george-street-parramatta-nsw-2150-2019984784?topspot=1,689000.0
"$665,000","83 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,0,Apartment,https://www.domain.com.au/83-church-street-parramatta-nsw-2150-2019561458,665000.0
"$787,000","83 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,1,Apartment,https://www.domain.com.au/83-church-street-parramatta-nsw-2150-2019561577,787000.0
"$917,000","83 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment,https://www.domain.com.au/83-church-street-parramatta-nsw-2150-2019561615,917000.0
"$1,163,000","83 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,3,2,1,Apartment,https://www.domain.com.au/83-church-street-parramatta-nsw-2150-2019561644,1163000.0
"From $1,069,000 to $1,145,000","180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment,https://www.domain.com.au/180-george-street-parramatta-nsw-2150-2015282789,1069000000000.0
"From $1,197,000 to $1,611,000","180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,3,2,2,Apartment,https://www.domain.com.au/180-george-street-parramatta-nsw-2150-2015283040,1197000000000.0
"From $604,000 to $723,000","180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,0,Apartment,https://www.domain.com.au/180-george-street-parramatta-nsw-2150-2015523740,604000000000.0
"From $731,000 to $838,000","180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,2,1,0,Apartment,https://www.domain.com.au/180-george-st-parramatta-nsw-2150-2015542620,731000000000.0
"$580,000 - $630,000","2408/45 Macquarie Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/2408-45-macquarie-street-parramatta-nsw-2150-2020124886,580000.0
"$535,000 - Brand-New","29/13 Victoria Road, PARRAMATTA NSW 2150",PARRAMATTA,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/29-13-victoria-road-parramatta-nsw-2150-2020114549,535000.0
"$600,000 - $630,000","2808/12 Phillip Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2808-12-phillip-street-parramatta-nsw-2150-2020116621,600000.0
"$525,000","106/125-129 Arthur Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,1,New apartments / off the plan,https://www.domain.com.au/106-125-129-arthur-street-parramatta-nsw-2150-2020096659,525000.0
"$965,000","506/125-129 Arthur Street, PARRAMATTA NSW 2150",PARRAMATTA,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/506-125-129-arthur-street-parramatta-nsw-2150-2020096654,965000.0
Auction,"51/3 Sorrell Street, PARRAMATTA NSW 2150",PARRAMATTA,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/51-3-sorrell-street-parramatta-nsw-2150-2020096653,
"Guide $490,000","20/20 Great Western Highway, PARRAMATTA NSW 2150",PARRAMATTA,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/20-20-great-western-highway-parramatta-nsw-2150-2020096615,490000.0
Just Listed,"83/109-113 George Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/83-109-113-george-street-parramatta-nsw-2150-2020096372,
Just Listed,"7/127 Pennant Street, PARRAMATTA NSW 2150",PARRAMATTA,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/7-127-pennant-street-parramatta-nsw-2150-2020096039,
Contact Agent,"207/330 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/207-330-church-street-parramatta-nsw-2150-2020095367,
Contact Agent,"21/459-463 Church Street, PARRAMATTA NSW 2150",PARRAMATTA,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/21-459-463-church-street-parramatta-nsw-2150-2020075671,
Contact Agent,"5/5-7 Cowper Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/5-5-7-cowper-street-parramatta-nsw-2150-2020073823,
New Listing | Welcome for Inspection,"308/25 Cowper Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/308-25-cowper-street-parramatta-nsw-2150-2020066224,
"PRICE GUIDE: $650,000 - $680,000","722/2 Morton Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/722-2-morton-street-parramatta-nsw-2150-2020065600,650000.0
Under offer,"337/180 George Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/337-180-george-street-parramatta-nsw-2150-2020047342,
$630K - $660K,"88/68 MacArthur Street, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/88-68-macarthur-street-parramatta-nsw-2150-2020046948,630000.0
"Auction | Guide $2,200,000","24 Henry Street, PARRAMATTA NSW 2150",PARRAMATTA,4,1,4,House,https://www.domain.com.au/24-henry-street-parramatta-nsw-2150-2020040290,2200000.0
"$600,000 to $625,000","910/6 River Road West, PARRAMATTA NSW 2150",PARRAMATTA,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/910-6-river-road-west-parramatta-nsw-2150-2020039568,600000.0
