price,address,suburb,bedrooms,bathrooms,parking,property_type,link,price_numeric
"For Sale $1,250,000 - $1,275,000","1010/301 Botany Road, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1010-301-botany-road-zetland-nsw-2017-2019785112,1250000.0
For Sale,"114 Boundary Street, PADDINGTON NSW 2021",PADDINGTON,3,1,1,House,https://www.domain.com.au/114-boundary-street-paddington-nsw-2021-2019791800,
For Sale,"403/113 Portman Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/403-113-portman-street-zetland-nsw-2017-2019794947,
"For Sale $1,600,000 - $1,700,000","8/18 Primrose Avenue, ROSEBERY NSW 2018",ROSEBERY,3,3,1,Townhouse,https://www.domain.com.au/8-18-primrose-avenue-rosebery-nsw-2018-2019760289,1600000.0
For Sale,"26B/356-368 George street, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/26b-356-368-george-street-waterloo-nsw-2017-2019784745,
For Sale,"93/8 Crewe Place, ROSEBERY NSW 2018",ROSEBERY,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/93-8-crewe-place-rosebery-nsw-2018-2018887548,
For Sale,"6/210 Alison Road, RANDWICK NSW 2031",RANDWICK,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/6-210-alison-road-randwick-nsw-2031-2019751833,
For Sale,"207/99 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/207-99-dalmeny-avenue-rosebery-nsw-2018-2019514600,
For Sale,"10405/5 Sam Sing Street, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/10405-5-sam-sing-street-waterloo-nsw-2017-2019643141,
For Sale,"1145/8 Ascot Avenue, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1145-8-ascot-avenue-zetland-nsw-2017-2019588510,
"Guide $1,025,000 - Auction 26th July","12/20 Dutruc Street, RANDWICK NSW 2031",RANDWICK,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/12-20-dutruc-street-randwick-nsw-2031-2020092137,1025000.0
"For Sale $640,000 - $660,000","501/10 Mentmore Avenue, ROSEBERY NSW 2018",ROSEBERY,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/501-10-mentmore-avenue-rosebery-nsw-2018-2020091158,640000.0
Contact Agent,"11506/5 Sam Sing Street, WATERLOO NSW 2017",WATERLOO,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/11506-5-sam-sing-street-waterloo-nsw-2017-2020090449,
Price on Application,"25/43A St Marks Road, RANDWICK NSW 2031",RANDWICK,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/25-43a-st-marks-road-randwick-nsw-2031-2020090246,
Auction Sat 19 Jul,"4/25 Cowper Street, RANDWICK NSW 2031",RANDWICK,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/4-25-cowper-street-randwick-nsw-2031-2020089792,19.0
"For Sale $600,000 - $660,000","21/1 Thread Lane, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/21-1-thread-lane-waterloo-nsw-2017-2020088211,600000.0
Auction - Saturday 19 July,"3/2 Dudley Street, RANDWICK NSW 2031",RANDWICK,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/3-2-dudley-street-randwick-nsw-2031-2020088080,
"$1,100,000 - $1,210,000","506/15 Joynton Avenue, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/506-15-joynton-avenue-zetland-nsw-2017-2020088039,1100000.0
"$1,100,000 - $1,200,000","2006/6 Kingsborough Way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/2006-6-kingsborough-way-zetland-nsw-2017-2020087451,1100000.0
"Price guide $1,100,000","605/301 Botany Road, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/605-301-botany-road-zetland-nsw-2017-2020087221,1100000.0
"For Sale $1,050,000","23C/356-368 George Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/23c-356-368-george-street-waterloo-nsw-2017-2020087169,1050000.0
Contact Agent,"155/102 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/155-102-dalmeny-avenue-rosebery-nsw-2018-2020085717,
Auction Sat 19 Jul,"495 Gardeners Road, ROSEBERY NSW 2018",ROSEBERY,2,1,1,House,https://www.domain.com.au/495-gardeners-road-rosebery-nsw-2018-2020084773,19.0
"$900,000 - $990,000","416/2 Spring Street, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/416-2-spring-street-rosebery-nsw-2018-2020084336,900000.0
Auction  Contact Agent,"1 Hayward Street, KINGSFORD NSW 2032",KINGSFORD,3,1,0,House,https://www.domain.com.au/1-hayward-street-kingsford-nsw-2032-2020083892,
Under offer,"409/8 Ebsworth Street, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/409-8-ebsworth-street-zetland-nsw-2017-2020083503,
Price on request,"172 Jersey Road, PADDINGTON NSW 2021",PADDINGTON,4,2,2,Terrace,https://www.domain.com.au/172-jersey-road-paddington-nsw-2021-2020082632,
Auction 26th July,"104/29 Dunning Avenue, ROSEBERY NSW 2018",ROSEBERY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/104-29-dunning-avenue-rosebery-nsw-2018-2020082431,26.0
$830k-860k,"294&294A/8 Lachlan Street, WATERLOO NSW 2017",WATERLOO,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/294-294a-8-lachlan-street-waterloo-nsw-2017-2020082331,830000.0
Under Contract,"C308/28 Rothschild Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/c308-28-rothschild-avenue-rosebery-nsw-2018-2020082108,
Under Contract,"13/3 Victoria Park Parade, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/13-3-victoria-park-parade-zetland-nsw-2017-2020081868,
"Buyers Guide $1,650,000","1103/32 Ebsworth Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1103-32-ebsworth-street-zetland-nsw-2017-2020079847,1650000.0
AUCTION,"307/4 Galara St, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/307-4-galara-st-rosebery-nsw-2018-2020080770,
"For Sale Guide $850,000 - $925,000","111/828 Elizabeth Street, WATERLOO NSW 2017",WATERLOO,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/111-828-elizabeth-street-waterloo-nsw-2017-2020080236,850000.0
Auction,"32 Alison Road, RANDWICK NSW 2031",RANDWICK,2,1,1,Semi-detached,https://www.domain.com.au/32-alison-road-randwick-nsw-2031-2020080234,
Price on request,"134 Flinders Street, PADDINGTON NSW 2021",PADDINGTON,5,5,1,Terrace,https://www.domain.com.au/134-flinders-street-paddington-nsw-2021-2020061793,
"$700,000 - $770,000","8/26-30 Epsom Road, ZETLAND NSW 2017",ZETLAND,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/8-26-30-epsom-road-zetland-nsw-2017-2020060234,700000.0
Contact Agent,"111/4 Galara Street, ROSEBERY NSW 2018",ROSEBERY,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/111-4-galara-street-rosebery-nsw-2018-2020058666,
"For Sale $825,000 - $875,000","148/10 Lachlan Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/148-10-lachlan-street-waterloo-nsw-2017-2020057634,825000.0
"For Sale $870,000 - $955,000","906/99 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/906-99-dalmeny-avenue-rosebery-nsw-2018-2020055705,870000.0
"$668,000","215/850 Bourke Street, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/215-850-bourke-street-waterloo-nsw-2017-2020054643,668000.0
For Sale - Contact Agent,"510/438-448 Anzac Parade, KINGSFORD NSW 2032",KINGSFORD,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/510-438-448-anzac-parade-kingsford-nsw-2032-2020054383,
For Sale - Contact Agent,"447/169 Phillip Street, WATERLOO NSW 2017",WATERLOO,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/447-169-phillip-street-waterloo-nsw-2017-2020054368,
High Level with Amazing View,"1207/25 Geddes Avenue, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1207-25-geddes-avenue-zetland-nsw-2017-2020052353,
"$920,000 - $1,000,000","841/8 Ascot Avenue, ZETLAND NSW 2017",ZETLAND,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/841-8-ascot-avenue-zetland-nsw-2017-2020051211,920000.0
Price on Application,"12/109-111 Alison Road, RANDWICK NSW 2031",RANDWICK,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/12-109-111-alison-road-randwick-nsw-2031-2020031143,
"$820,000 - $870,000","89/15 Potter Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/89-15-potter-street-waterloo-nsw-2017-2020029945,820000.0
"Buyers Guide $980,000","1209/6 Ebsworth Street, ZETLAND NSW 2017",ZETLAND,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1209-6-ebsworth-street-zetland-nsw-2017-2020029640,980000.0
"$1,100,000","23/22 Crystal Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/23-22-crystal-street-waterloo-nsw-2017-2020029397,1100000.0
"$1,295,000","126/169-175 Phillip Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/126-169-175-phillip-street-waterloo-nsw-2017-2020026216,1295000.0
"$660,000 - $715,000","G01/8 Amelia Street, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/g01-8-amelia-street-waterloo-nsw-2017-2020024621,660000.0
"$1,350,000 to $1,399,000","1226/94 Epsom Road, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1226-94-epsom-road-zetland-nsw-2017-2019989871,1350000.0
"$580,000 - $630,000","10/1-5 Cook Road, CENTENNIAL PARK NSW 2021",CENTENNIAL PARK,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/10-1-5-cook-road-centennial-park-nsw-2021-2019986926,580000.0
"$5,200,000","53/228 Moore Park Road, PADDINGTON NSW 2021",PADDINGTON,3,2,2,Penthouse,https://www.domain.com.au/53-228-moore-park-road-paddington-nsw-2021-2019959733,5200000.0
"$850,000","348/10 Victoria Park PDE, ZETLAND NSW 2017",ZETLAND,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/348-10-victoria-park-pde-zetland-nsw-2017-2019958895,850000.0
"$899,000 For Sale","64/788 Bourke Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/64-788-bourke-street-waterloo-nsw-2017-2019910251,899000.0
Contact Agent,"3 Wansey Road, RANDWICK NSW 2031",RANDWICK,5,3,1,House,https://www.domain.com.au/3-wansey-road-randwick-nsw-2031-2019957756,
Expression Of Interest! Motivated Vendor!,"2202/21 Dunkerley Place, WATERLOO NSW 2017",WATERLOO,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/2202-21-dunkerley-place-waterloo-nsw-2017-2019957128,
"$875,000 - $935,000","423/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,2,Apartment / Unit / Flat,https://www.domain.com.au/423-83-93-dalmeny-avenue-rosebery-nsw-2018-2019953202,875000.0
"For Sale - $1,900,000 to $1,990,000","18/120A Clovelly Road, RANDWICK NSW 2031",RANDWICK,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/18-120a-clovelly-road-randwick-nsw-2031-2019871522,
"$880,000-$950,000","224/11 Potter Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/224-11-potter-street-waterloo-nsw-2017-2019866004,880000.0
CONTACT AGENT,ROSEBERY NSW 2018,ROSEBERY,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/rosebery-nsw-2018-2019843891,
"$2,250,000","1/210 Alison Road, RANDWICK NSW 2031",RANDWICK,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1-210-alison-road-randwick-nsw-2031-2019804248,2250000.0
"$930,000-970,000","303/12 Paul Street, ZETLAND NSW 2017",ZETLAND,2,2,0,Apartment / Unit / Flat,https://www.domain.com.au/303-12-paul-street-zetland-nsw-2017-2019502571,930000.0
Under Offer,"201/10 Zetland Avenue, ZETLAND NSW 2017",ZETLAND,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/201-10-zetland-avenue-zetland-nsw-2019765242,
Offers Welcomed,"107/18 Gadigal Avenue, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/107-18-gadigal-avenue-waterloo-nsw-2017-2019737570,
"$595,000","309E/14J Mentmore Ave, ROSEBERY NSW 2018",ROSEBERY,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/309e-14j-mentmore-ave-rosebery-nsw-2018-2016851902,595000.0
"$850,000","68/6A Defries Ave, ZETLAND NSW 2017",ZETLAND,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/68-6a-defries-ave-zetland-nsw-2017-2019470685,850000.0
Auction,"61/6-8 Crewe Place, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/61-6-8-crewe-place-rosebery-nsw-2018-2019432660,
"$650,000 TO $715,000, CONTACT AGENT ON 0477 840 888","13 POTTER STREET, WATERLOO NSW 2017",WATERLOO,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/13-potter-street-waterloo-nsw-2017-2019335923,650000.0
CONTACT AGENT,"611/20 O'Dea Avenue, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/611-20-o-dea-avenue-waterloo-nsw-2017-2019326138,
Contact Agent,"108 Gardeners Road, KINGSFORD NSW 2032",KINGSFORD,4,2,1,House,https://www.domain.com.au/108-gardeners-road-kingsford-nsw-2032-2019322840,
"$1,300,000","801/103 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/801-103-dalmeny-avenue-rosebery-nsw-2018-2019300664,1300000.0
For Sale | Theo Felekos,"407/438 Anzac Parade, KINGSFORD NSW 2032",KINGSFORD,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/407-438-anzac-parade-kingsford-nsw-2032-2019272146,
Contact Agent,"613/12 Paul St, ZETLAND NSW 2017",ZETLAND,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/613-12-paul-st-zetland-nsw-2017-2019076648,
Under offer,"308/116 Joynton Avenue, ZETLAND NSW 2017",ZETLAND,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/308-116-joynton-avenue-zetland-nsw-2017-2019043955,
Contact Agent,"George Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/george-street-waterloo-nsw-2017-2018875750,
Offers Invited,"315/303 Botany Road, ZETLAND NSW 2017",ZETLAND,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/315-303-botany-road-zetland-nsw-2017-2018776753,
"Guide $1,050,000","C471/12 Letitia Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/c471-12-letitia-street-zetland-nsw-2017-2018724634,1050000.0
"$650,000 - $700,000","408/4-6 Ascot Ave, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/408-4-6-ascot-ave-zetland-nsw-2017-2020061341,650000.0
Contact Agent,"Unit 505/77 Epsom Rd, ROSEBERY NSW 2018",ROSEBERY,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/unit-505-77-epsom-rd-rosebery-nsw-2018-2019935621,
"For Sale $1,150,000","558/94 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/558-94-dalmeny-avenue-rosebery-nsw-2018-2019933585,1150000.0
"For Sale $700,000 Neg.","104/13 Joynton Avenue, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/104-13-joynton-avenue-zetland-nsw-2017-2019933581,700000.0
New,"217/268 Pitt Street, WATERLOO NSW 2017",WATERLOO,1,1,1,Apartment / Unit / Flat,https://www.domain.com.au/217-268-pitt-street-waterloo-nsw-2017-2020122927,
Contact Agent,"211A/34-38 McEvoy Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/211a-34-38-mcevoy-street-waterloo-nsw-2017-2020112055,
"Buyers guide $890,000 - $930,000","478/83-93 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/478-83-93-dalmeny-avenue-rosebery-nsw-2018-2020084516,890000.0
Price on Request,"4 St Helena Parade, EASTLAKES NSW 2018",EASTLAKES,6,4,4,House,https://www.domain.com.au/4-st-helena-parade-eastlakes-nsw-2018-2020081739,
Contact Agent,"103/105 Dalmeny Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/103-105-dalmeny-avenue-rosebery-nsw-2018-2020058949,
"$1,000,000","54/7 Broome Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/54-7-broome-street-waterloo-nsw-2017-2019929801,1000000.0
"Price Guide $4,585,000","87 Portman Street, ZETLAND NSW 2017",ZETLAND,4,4,2,Terrace,https://www.domain.com.au/87-portman-street-zetland-nsw-2017-2019901469,4585000.0
Price on request,"4/65-67 Coogee Bay Road, RANDWICK NSW 2031",RANDWICK,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/4-65-67-coogee-bay-road-randwick-nsw-2031-2019872380,
Price on request,"137 Hargrave Street, PADDINGTON NSW 2021",PADDINGTON,3,1,1,House,https://www.domain.com.au/137-hargrave-street-paddington-nsw-2021-2019835637,
Forthcoming Auction If not sold prior,"12 Broadbent, KINGSFORD NSW 2032",KINGSFORD,4,3,4,House,https://www.domain.com.au/12-broadbent-kingsford-nsw-2032-2019591019,
"$1,500,000","313/19 George Julius Ave, ZETLAND NSW 2017",ZETLAND,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/313-19-george-julius-ave-zetland-nsw-2017-2019480864,1500000.0
"$1,100,000","321/16 Rose Valley Way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/321-16-rose-valley-way-zetland-nsw-2017-2019480524,1100000.0
Contact Agent,"2610/2 Mentmore Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/2610-2-mentmore-avenue-rosebery-nsw-2018-2019040787,
New home,ZETLAND NSW 2017,ZETLAND,2,2,0,New apartments / off the plan,https://www.domain.com.au/zetland-nsw-2017-2017389660,
Under offer,"2013/301 Botany Road, ZETLAND NSW 2017",ZETLAND,3,2,2,Apartment / Unit / Flat,https://www.domain.com.au/2013-301-botany-road-zetland-nsw-2017-2018863691,
Contact Agent,"16 Botany Street, RANDWICK NSW 2031",RANDWICK,3,2,2,House,https://www.domain.com.au/16-botany-street-randwick-nsw-2031-2018844047,
Contact Agent,"205/8 Rose Valley Way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/205-8-rose-valley-way-zetland-nsw-2018728724,
"$1,400,000 to $1,450,000","559/24 Confectioners Way, ROSEBERY NSW 2018",ROSEBERY,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/559-24-confectioners-way-rosebery-nsw-2018722133,1400000.0
For Sale,"17/6 Underwood Street, PADDINGTON NSW 2021",PADDINGTON,0,1,0,Apartment / Unit / Flat,https://www.domain.com.au/17-6-underwood-street-paddington-nsw-2021-2018697428,
"$1,100,000-$1,200,000","3707/2 Rothschild Avenue, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/3707-2-rothschild-avenue-rosebery-nsw-2018-2018667350,1100000.0
"$820,000","203/6 Bunmarra St, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/203-6-bunmarra-st-rosebery-nsw-2018-2018542087,820000.0
Contact Agent,"405/12 Paul Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/405-12-paul-street-zetland-nsw-2017-2018172408,
"$1,200,000","Lv2/6 Paul Street, ZETLAND NSW 2017",ZETLAND,2,2,1,New apartments / off the plan,https://www.domain.com.au/lv2-6-paul-street-zetland-nsw-2015524281,1200000.0
Just Listed,"438/2 Stedman Street, ROSEBERY NSW 2018",ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/438-2-stedman-street-rosebery-nsw-2018-2020121024,
"$1,050,000","417/12 Letitia Street, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/417-12-letitia-street-zetland-nsw-2017-2020119175,1050000.0
MUST BE SOLD,"1706/15 Lachlan Street, WATERLOO NSW 2017",WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1706-15-lachlan-street-waterloo-nsw-2017-2020114263,
Contact Agent,"811 Elizabeth Street, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/811-elizabeth-street-zetland-nsw-2015809781,
"$700,000 - $750,000","1506/8 Kingsborough Way, ZETLAND NSW 2017",ZETLAND,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/1506-8-kingsborough-way-zetland-nsw-2017-2020098569,700000.0
"$820,000 - $ 850,000","606/5 Link Road, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/606-5-link-road-zetland-nsw-2017-2020097453,820000.0
Contact Agent,"Lvl 1/34-38 McEvoy Street, WATERLOO NSW 2017",WATERLOO,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/lvl-1-34-38-mcevoy-street-waterloo-nsw-2017-2020098210,
Contact Agent,"48 Sutherland Street, ROSEBERY NSW 2018",ROSEBERY,3,1,1,House,https://www.domain.com.au/48-sutherland-street-rosebery-nsw-2018-2020086242,
For Sale: Just Listed & Unblocked View,"801/19 Joynton Avenue, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/801-19-joynton-avenue-zetland-nsw-2017-2020083400,
Contact Agent,"2008/301 Botany Road, ZETLAND NSW 2017",ZETLAND,2,3,1,Apartment / Unit / Flat,https://www.domain.com.au/2008-301-botany-road-zetland-nsw-2017-2020079385,
Offers Invited,"2115/6 Kingsborough Way, ZETLAND NSW 2017",ZETLAND,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/2115-6-kingsborough-way-zetland-nsw-2017-2020055714,
Price on Application,"411/65-71 Belmore Road, RANDWICK NSW 2031",RANDWICK,1,1,0,Studio,https://www.domain.com.au/411-65-71-belmore-road-randwick-nsw-2031-2020054043,
New home,WATERLOO NSW 2017,WATERLOO,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020049025,
"For Sale $800,000-$860,000","113/5 Joynton Avenue, ZETLAND NSW 2017",ZETLAND,2,1,0,Apartment / Unit / Flat,https://www.domain.com.au/113-5-joynton-avenue-zetland-nsw-2017-2020044399,800000.0
"For Sale $2,500,000-$2,750,000","G40/12 Fuse Street, ZETLAND NSW 2017",Zetland,3,3,2,Townhouse,https://www.domain.com.au/g40-12-fuse-street-zetland-nsw-2017-2020028901,2500000.0
"$1,000,000","1303/16 Gadigal Avenue, WATERLOO NSW 2017",Waterloo,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/1303-16-gadigal-avenue-waterloo-nsw-2017-2020010490,1000000.0
Contact Agent,"905/8 Rose Valley Way, ZETLAND NSW 2017",Zetland,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/905-8-rose-valley-way-zetland-nsw-2017-2020005573,
Contact Agent,WATERLOO NSW 2017,Waterloo,1,1,0,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020004190,
Contact Agent,WATERLOO NSW 2017,Waterloo,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020001556,
Contact Agent,WATERLOO NSW 2017,Waterloo,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020016631,
Contact Agent,WATERLOO NSW 2017,Waterloo,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020013803,
Contact Agent,WATERLOO NSW 2017,Waterloo,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2020010956,
Contact Agent,"201/5 O'Dea Avenue, ZETLAND NSW 2017",Zetland,1,2,0,Apartment / Unit / Flat,https://www.domain.com.au/201-5-o-dea-avenue-zetland-nsw-2017-2019990218,
Contact Agent,WATERLOO NSW 2017,Waterloo,2,2,1,New apartments / off the plan,https://www.domain.com.au/waterloo-nsw-2017-2019988064,
"Buyers Guide $730,000 - $750,000","2/3 Longworth Avenue, EASTLAKES NSW 2018",Eastlakes,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/2-3-longworth-avenue-eastlakes-nsw-2018-2019982384,730000.0
"$820,000",504/438-448 Anzac Parade,KINGSFORD,2,1,1,Apartment / Unit / Flat,https://www.domain.com.au/504-438-448-anzac-parade-kingsford-nsw-2032-2019944452,820000.0
"$800,000 to $880,000",60/15 Potter Street,WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/60-15-potter-street-waterloo-nsw-2019934367,800000.0
CONTACT AGENT,C506/20 Archibald ave,WATERLOO,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/c506-20-archibald-ave-waterloo-nsw-2019929847,
CONTACT AGENT,302/4 Banilung st,ROSEBERY,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/302-4-banilung-st-rosebery-nsw-2019927816,
For Sale: Contact Agent,402/6 Paul Street,ZETLAND,3,2,1,Apartment / Unit / Flat,https://www.domain.com.au/402-6-paul-street-zetland-nsw-2019918911,
"Guide $1,050,000",11705/5 Sam Sing Street,WATERLOO,2,2,1,Apartment / Unit / Flat,https://www.domain.com.au/11705-5-sam-sing-street-waterloo-nsw-2019915846,1050000.0
"PRICE GUIDE $ 530,000 - $ 580,000",103/107 Dalmeny Avenue,ROSEBERY,1,1,0,Apartment / Unit / Flat,https://www.domain.com.au/103-107-dalmeny-avenue-rosebery-nsw-2019909966,530000.0
"$775,000 to $795,000",103/2 Allen Street,WATERLOO,1,2,1,Apartment / Unit / Flat,https://www.domain.com.au/103-2-allen-street-waterloo-nsw-2019896272,775000.0
